115125,-1.71E-06,0.006217454,-5.00E-06,0.005047412,123.046875,3256.774035,388656.2762,6681.338253,1590540.548,-66.53787231,58.33224487,-8.166877747,15.47013378,5.562297821,7.685194969,4.067872047,-3.591657877,-1.334057212,1.606335402,-5.484920979,-3.74469161,-3.247986555,-1.340319633,-3.442955256,-1.19136405,-4.374082565,-3.646294117,-2.083611012,-0.307833254,2418.293701,335.9017334,258.9471741,235.4228058,141.9415283,120.5979538,85.52429199,93.05952454,70.58148193,50.66222,50.98881149,65.45558167,43.50472641,34.86611557,64.43907166,46.89934921,38.78712463,49.52083206,55.27065277,57.15416718,0.379834235,0.422949076,0.44465071,0.28452757,0.338234574,0.301341534,0.512909055,0.564972699,0.40905866,0.432985812,0.351560444,0.483216465,0.086907431,0.086437963,0.087218896,0.04079099,0.083896063,0.048367549,0.089312822,0.104686178,0.072631553,0.087865986,0.055655804,0.101182118,0.146172617,55.42590988,disco
74087,-2.95E-06,0.004361089,-6.68E-05,0.003328201,129.1992188,2128.799105,326516.6305,4422.758381,1697038.385,-114.8823853,113.495285,-29.83628845,42.62417221,-10.31863308,26.9955101,-14.49590969,21.2467289,-17.65821648,17.10006332,-13.48570728,8.601284981,-11.41353512,6.222045898,-10.89792538,3.661764622,-10.32013512,0.578404307,-4.155167103,3.483315468,2974.912598,618.2532349,445.1812744,133.6457062,111.3285751,84.02832794,78.707901,60.00606537,73.02485657,46.70950699,65.34905243,39.64913177,47.23463058,47.00645447,43.33555603,37.10396576,38.43006897,42.15138245,62.97484207,61.35633087,0.568709373,0.380513281,0.380339652,0.3214688,0.424503356,0.475029022,0.438569486,0.579542816,0.370146304,0.413939297,0.422342241,0.392454654,0.114217602,0.043778699,0.058594953,0.049509186,0.072784275,0.09911266,0.065275349,0.085951857,0.045114022,0.093492642,0.07952223,0.053155869,0.101270494,34.08403488,disco
66092,-9.87E-07,0.003528134,-1.83E-05,0.002933568,123.046875,2292.275548,429301.3554,5038.344863,1788318.814,-154.6035919,97.93429565,-10.35340977,39.13413239,-11.21811485,24.10824966,-11.85542297,24.20142746,-13.45691967,20.55890465,-8.318840027,5.885748386,-9.688747406,3.93924737,-8.824051857,3.30416441,-0.308456868,7.590020657,0.651160419,0.801025987,4176.555176,573.2921753,277.9747925,129.904068,116.1204071,128.0563049,74.22318268,84.63424683,67.49040222,68.79143524,62.11170578,63.87985229,70.72706604,44.45689392,46.10480881,43.2412796,62.94032288,65.60613251,64.61723328,70.44915771,0.406973064,0.44193697,0.427964211,0.463887274,0.501397431,0.638677359,0.545735776,0.426017553,0.559897602,0.428230584,0.399256587,0.383126736,0.071528807,0.082360238,0.074101739,0.092218906,0.081534691,0.097938403,0.076955527,0.064200297,0.111481845,0.076527268,0.075703472,0.065537982,0.111905068,51.00755638,disco
99894,3.82E-06,0.012190976,-5.34E-06,0.011677066,135.9991776,3167.833752,670950.4291,6935.373428,1698842.197,-40.71369171,63.95091248,4.902644634,16.33907127,12.11087322,9.339043617,4.542072773,5.18845892,-0.590086401,-0.083634712,2.950236559,-1.482731223,-1.76681006,-2.27774334,-6.122127533,-4.721449852,-4.741261959,-5.762606144,-4.028022766,-5.362844467,2002.043945,436.3499146,218.2188721,247.3790131,199.8401947,92.52783966,90.70576477,63.77212524,58.61144257,68.86342621,51.46367645,40.72835541,38.36764145,31.30320168,45.3633461,33.38394165,31.17094994,25.34414864,25.11050415,24.80902672,0.496342927,0.401035637,0.485364586,0.465102404,0.467636496,0.335579515,0.361958683,0.416649669,0.440035641,0.52552259,0.438580781,0.545173228,0.08630877,0.045957737,0.088193595,0.054146916,0.102909498,0.05005772,0.058615796,0.088589601,0.0812907,0.109859511,0.073889911,0.112263083,0.14934419,146.1645397,disco
61590,9.45E-06,0.005515733,0.000282905,0.005025022,129.1992188,1974.340405,351215.692,4249.643419,1961400.238,-121.1422043,116.9890366,-22.79216194,45.16659927,-4.230547905,30.26256752,-12.25250053,21.71712494,-16.54531097,16.23587227,-10.66150379,7.338270664,-9.350054741,5.791944027,-8.420700073,2.759281874,-8.09513855,0.372140706,-3.239412308,3.587257624,3519.752441,680.0942383,457.9356995,141.4729309,120.4741364,94.79323578,84.76895142,63.69744492,78.42154694,48.85185242,68.36612701,43.75733566,49.07929993,53.54656219,43.74786758,41.08466721,36.74774551,43.38753891,56.40556717,61.59502029,0.591095686,0.398318172,0.394509405,0.351486027,0.407610416,0.443607956,0.414815873,0.544071376,0.40732947,0.455060452,0.47375828,0.444303781,0.128709465,0.050417729,0.057541892,0.05294963,0.066763349,0.09832184,0.069279402,0.087254331,0.05642347,0.09557882,0.082184695,0.05630783,0.095056774,44.41817886,disco
91587,-0.000189002,0.009693314,-5.76E-05,0.020642372,123.046875,2577.110523,847866.4909,5419.888908,2700834.362,-63.5642662,94.47640991,-13.44736385,32.76913071,-13.74702168,26.78471565,-19.41496277,24.66338539,-11.68322563,13.740242,-9.460101128,8.846699715,-4.993698597,9.228363037,-3.480156422,1.499145746,-8.887446404,0.262670904,-5.460491657,-1.12325871,4325.699707,1114.036133,376.2685547,208.349472,341.976593,170.8192902,222.605423,101.4874344,124.3420563,107.2040329,86.71974182,68.25853729,70.30503082,61.79840851,47.76389694,50.66978455,51.48220444,37.93883514,45.67527008,54.65296173,0.614869535,0.343137234,0.335228056,0.42709443,0.347543538,0.416641355,0.361851752,0.481410205,0.438443065,0.325862557,0.406778723,0.449679792,0.105055474,0.064914472,0.066818073,0.090964004,0.071192428,0.087513022,0.05781398,0.089744225,0.082582168,0.045552999,0.113774404,0.066486374,0.12621229,96.66680626,disco
111436,-1.86E-06,0.005262149,-8.15E-06,0.005186038,123.046875,3353.272604,562125.6673,7042.473218,1766465.763,-77.40927887,52.19617462,-9.003091812,12.85837173,8.561959267,2.891715527,8.93433857,4.010401726,-7.348842621,-2.260159016,0.960738778,-1.04473424,-3.765553951,-3.532258272,-2.433136463,-4.885888577,-1.854550958,-4.173452854,-1.665053844,3.506925106,1784.887817,474.1421204,484.9187927,299.2657776,166.205719,222.4696503,154.6175537,98.46897125,90.1374588,92.54944611,66.92591095,74.71916199,61.89391708,55.74081421,71.09064484,105.5637436,99.65359497,111.8404999,67.3312912,81.61901093,0.409640014,0.332872421,0.396680146,0.356992692,0.420592755,0.463890702,0.384827793,0.466485947,0.372719437,0.302469075,0.288504571,0.325702101,0.091119982,0.076057002,0.104412474,0.080291525,0.089357004,0.096601874,0.073651522,0.113507606,0.07952255,0.059391446,0.071334794,0.068220809,0.153590958,58.04179523,disco
108450,-0.00033631,0.016931916,-0.001472208,0.01042264,123.046875,2848.348404,148665.4748,5506.762809,831370.0449,-14.54353333,65.19523621,-19.88802528,31.50759888,-4.813732147,11.86286259,9.992635727,5.959980011,-3.795433283,9.389119148,-4.380745411,3.344094515,-4.446671009,-1.271667004,-0.83688575,-2.193957567,-4.731373787,-2.610661745,-7.465981007,0.231176391,955.276123,292.1106873,337.945343,227.9982605,139.4850922,84.10866547,123.6373901,68.63137054,61.93641281,72.32569885,62.37533951,62.5154686,48.17243195,35.09809875,41.68957138,35.38606262,38.57408142,45.4892807,52.65321732,43.68052292,0.443045884,0.481511742,0.388975441,0.510115623,0.474136293,0.334270954,0.410600364,0.521907628,0.637836874,0.419530779,0.456784517,0.515336812,0.060649347,0.090685561,0.054097246,0.08360292,0.094372712,0.049276855,0.066584595,0.071075685,0.090922393,0.070259959,0.071960032,0.0966978,0.128982186,85.32305253,disco
86068,5.62E-07,0.004967151,-3.73E-05,0.004259019,135.9991776,2690.414589,218834.5254,5775.411584,618629.9407,-91.69809723,86.31832123,-17.36131477,43.10181808,-18.39504814,34.0595932,-18.39469528,26.84001541,-13.56659317,20.21466637,-14.60720158,12.67619228,-12.59511852,6.205500603,-10.43594456,7.358468533,-8.058487892,7.114516735,-2.443912506,-0.105972104,1474.326416,263.8928528,263.7063293,114.0915298,107.1425247,63.69744492,81.8232193,57.24944305,66.52873993,68.09915161,59.40750504,53.19976425,51.67796707,43.06013107,39.19117355,36.97476196,44.62716293,52.76291275,52.12200928,46.95060349,0.442816138,0.37623024,0.400033921,0.3685956,0.383996099,0.430113792,0.471656978,0.600765109,0.525680363,0.422510296,0.353456259,0.369807035,0.108495295,0.076524228,0.074862972,0.058993738,0.077115245,0.105639808,0.093665518,0.097790077,0.080157399,0.06655594,0.053861693,0.062921807,0.122523674,59.23557168,disco
91813,-3.43E-06,0.008618656,1.96E-06,0.014065018,135.9991776,2492.489317,487353.3877,5113.935898,1506916.554,-57.55889893,96.71186066,-24.46136856,40.00477982,-17.29224968,27.83598328,-13.29227734,23.2022419,-16.52633286,19.43523788,-15.4793663,11.83732796,-10.57159328,8.37858963,-9.372301102,6.541588306,-3.692003012,0.340289444,-4.400188446,1.571617007,3759.537842,646.3986206,497.7977905,211.2520752,162.0557251,96.33657074,138.6403656,81.78149414,65.57249451,71.65249634,72.10097504,72.18948364,76.05284882,65.75637817,79.85471344,59.19713593,60.15793991,66.24498749,62.20303345,77.8245697,0.411681414,0.442663491,0.447128415,0.470031351,0.614414871,0.407256633,0.397891611,0.456060261,0.426770508,0.489834964,0.365498096,0.416584224,0.066521712,0.071795195,0.081081226,0.084415838,0.110727057,0.059487171,0.07154943,0.080763377,0.06373819,0.081884302,0.05041397,0.08222428,0.117532767,66.72904115,disco
